username,followers,following,posts,verified,bio,profile_pic,username_length,username_digits,ratio,fake
user1180,7683,2065,17,0,1,1,8,4,3.72,0
user1181,1543,4178,458,0,0,1,8,4,0.37,0
user1182,1220,4102,79,1,1,1,8,4,0.3,0
user1183,7385,4927,363,1,1,1,8,4,1.5,0
user1184,1266,448,372,0,1,1,8,4,2.83,0
user1185,8782,4109,161,0,1,0,8,4,2.14,0
user1186,7377,2531,322,0,1,1,8,4,2.91,0
user1187,3140,121,91,1,1,0,8,4,25.95,0
user1188,7010,4857,139,1,1,1,8,4,1.44,0
user1189,4353,4560,8,1,0,1,8,4,0.95,0
user1190,2503,1831,29,1,0,1,8,4,1.37,0
user1191,3379,4577,161,1,0,0,8,4,0.74,0
user1192,8880,3700,15,0,1,1,8,4,2.4,0
user1193,5112,3845,423,0,1,0,8,4,1.33,0
user1194,7080,3288,146,0,0,0,8,4,2.15,0
user1195,5583,1316,243,0,0,0,8,4,4.24,0
user1196,8601,2319,129,1,0,0,8,4,3.71,0
user1197,8386,2425,140,1,0,1,8,4,3.46,0
user1198,5109,4552,74,1,1,0,8,4,1.12,0
user1199,2008,1515,392,1,1,1,8,4,1.33,0
user1200,6417,30,117,1,0,0,8,4,213.9,0
user1201,7822,2420,202,1,0,1,8,4,3.23,0
user1202,6267,2115,456,1,0,0,8,4,2.96,0
user1203,6382,2595,105,0,0,1,8,4,2.46,0
user1204,968,2502,180,1,0,0,8,4,0.39,0
user1205,4060,2526,379,1,1,1,8,4,1.61,0
user1206,2509,3467,250,0,0,0,8,4,0.72,0
user1207,8211,3152,322,0,0,1,8,4,2.61,0
user1208,8851,3604,377,0,0,0,8,4,2.46,0
user1209,7818,864,474,1,0,0,8,4,9.05,0
user1210,4096,678,160,0,1,1,8,4,6.04,0
user1211,786,616,211,1,0,0,8,4,1.28,0
user1212,6170,1312,110,0,1,1,8,4,4.7,0
user1213,2936,4577,249,0,1,1,8,4,0.64,0
user1214,5189,1593,320,0,0,0,8,4,3.26,0
user1215,6367,3546,76,0,1,0,8,4,1.8,0
user1216,6707,2729,457,0,0,0,8,4,2.46,0
user1217,7550,1232,384,0,0,0,8,4,6.13,0
user1218,526,4434,158,1,0,0,8,4,0.12,0
user1219,7955,4600,214,0,1,1,8,4,1.73,0
user1220,2249,4501,304,0,0,0,8,4,0.5,0
user1221,8671,66,461,1,1,0,8,4,131.38,0
user1222,7156,3583,483,0,1,0,8,4,2.0,0
user1223,4133,4119,391,1,0,0,8,4,1.0,0
user1224,1123,621,204,1,0,0,8,4,1.81,0
user1225,4553,276,444,0,1,1,8,4,16.5,0
user1226,8256,2900,339,1,0,0,8,4,2.85,0
user1227,2890,2235,278,1,0,1,8,4,1.29,0
user1228,3764,4091,439,1,0,1,8,4,0.92,0
user1229,4905,3209,331,0,1,0,8,4,1.53,0
user1230,9028,4635,82,1,0,0,8,4,1.95,0
user1231,7497,2639,342,0,1,1,8,4,2.84,0
user1232,4029,3813,395,1,1,1,8,4,1.06,0
user1233,9679,4143,380,0,0,1,8,4,2.34,0
user1234,3395,2345,380,0,0,0,8,4,1.45,0
user1235,2790,4961,173,0,1,1,8,4,0.56,0
user1236,1221,4130,277,1,1,0,8,4,0.3,0
user1237,623,3407,482,0,0,0,8,4,0.18,0
user1238,8327,991,323,1,0,1,8,4,8.4,0
user1239,4323,1207,457,1,1,0,8,4,3.58,0
user1240,9989,1560,1,0,1,1,8,4,6.4,0
user1241,3209,3354,302,0,1,0,8,4,0.96,0
user1242,7596,3336,22,1,1,0,8,4,2.28,0
user1243,4745,1516,433,1,0,0,8,4,3.13,0
user1244,8061,4069,126,0,0,0,8,4,1.98,0
user1245,8701,3996,464,0,0,1,8,4,2.18,0
user1246,2516,2706,266,0,1,0,8,4,0.93,0
user1247,1444,2900,405,1,1,1,8,4,0.5,0
user1248,537,933,316,0,1,1,8,4,0.58,0
user1249,5841,4838,123,1,0,0,8,4,1.21,0
user1250,4116,1635,21,0,1,1,8,4,2.52,0
user1251,2460,4165,475,1,1,1,8,4,0.59,0
user1252,2678,1679,229,1,0,0,8,4,1.59,0
user1253,5654,2417,295,0,0,1,8,4,2.34,0
user1254,1148,2408,487,1,1,1,8,4,0.48,0
user1255,6595,2438,171,1,1,1,8,4,2.71,0
user1256,2044,4051,77,0,1,1,8,4,0.5,0
user1257,951,1942,197,0,1,1,8,4,0.49,0
user1258,7670,2206,47,1,0,1,8,4,3.48,0
user1259,1054,173,248,0,1,0,8,4,6.09,0
user1260,1423,1746,218,1,0,1,8,4,0.82,0
user1261,3081,1656,240,1,0,0,8,4,1.86,0
user1262,6833,1895,344,1,0,1,8,4,3.61,0
user1263,255,1749,63,0,1,0,8,4,0.15,0
user1264,3383,3245,175,0,0,1,8,4,1.04,0
user1265,1536,1918,417,1,1,0,8,4,0.8,0
user1266,9383,501,311,0,0,1,8,4,18.73,0
user1267,8966,4809,228,0,1,1,8,4,1.86,0
user1268,5684,3445,46,0,0,0,8,4,1.65,0
user1269,9079,3223,310,1,1,0,8,4,2.82,0
user1270,5148,348,343,1,1,0,8,4,14.79,0
user1271,8624,98,354,1,0,1,8,4,88.0,0
user1272,6307,1485,352,0,0,0,8,4,4.25,0
user1273,8810,558,352,1,0,0,8,4,15.79,0
user1274,1597,4299,472,1,0,1,8,4,0.37,0
user1275,5208,667,136,0,1,0,8,4,7.81,0
user1276,3114,4654,166,0,1,0,8,4,0.67,0
user1277,877,730,131,1,0,1,8,4,1.2,0
user1278,8391,2210,86,0,1,1,8,4,3.8,0
user1279,3658,3244,109,1,0,0,8,4,1.13,0
user1280,4877,728,334,0,1,1,8,4,6.7,0
user1281,8275,4980,287,1,0,0,8,4,1.66,0
user1282,9529,676,345,1,0,1,8,4,14.1,0
user1283,4246,915,429,1,0,1,8,4,4.64,0
user1284,9649,3700,253,1,0,1,8,4,2.61,0
user1285,1447,1030,274,0,1,0,8,4,1.4,0
user1286,9043,1841,228,0,0,1,8,4,4.91,0
user1287,4381,3318,171,1,1,0,8,4,1.32,0
user1288,6845,3330,221,0,1,1,8,4,2.06,0
user1289,8262,864,140,1,0,0,8,4,9.56,0
user1290,5701,4508,164,0,1,0,8,4,1.26,0
user1291,1188,1464,229,1,1,0,8,4,0.81,0
user1292,8129,2441,327,1,0,0,8,4,3.33,0
user1293,4630,1972,114,1,0,1,8,4,2.35,0
user1294,6378,1959,135,0,0,1,8,4,3.26,0
user1295,8631,4125,122,0,1,0,8,4,2.09,0
user1296,2138,3243,326,0,0,0,8,4,0.66,0
user1297,5250,3623,423,1,1,0,8,4,1.45,0
user1298,9694,4310,468,0,0,0,8,4,2.25,0
user1299,5807,1014,40,1,1,0,8,4,5.73,0
user1300,6233,4975,345,1,0,0,8,4,1.25,0
user1301,9553,4972,477,1,0,1,8,4,1.92,0
user1302,8382,3742,479,1,0,1,8,4,2.24,0
user1303,6860,4783,244,1,1,1,8,4,1.43,0
user1304,9291,4078,147,1,0,0,8,4,2.28,0
user1305,8547,795,488,0,0,1,8,4,10.75,0
user1306,7089,4913,163,0,0,1,8,4,1.44,0
user1307,8033,2638,51,0,1,0,8,4,3.05,0
user1308,7260,1595,34,0,1,1,8,4,4.55,0
user1309,1491,3811,151,0,0,1,8,4,0.39,0
user1310,3652,662,373,0,1,1,8,4,5.52,0
user1311,4689,3008,438,0,0,1,8,4,1.56,0
user1312,756,4436,108,0,0,1,8,4,0.17,0
user1313,4949,3741,256,1,1,0,8,4,1.32,0
user1314,7056,4978,333,1,1,1,8,4,1.42,0
user1315,2656,1855,340,1,0,0,8,4,1.43,0
user1316,4899,101,81,0,1,0,8,4,48.5,0
user1317,3517,3339,275,1,0,0,8,4,1.05,0
user1318,7072,1139,147,0,0,0,8,4,6.21,0
user1319,7598,2023,316,1,0,1,8,4,3.76,0
user1320,6506,3024,146,0,0,1,8,4,2.15,0
user1321,6009,1935,175,0,0,1,8,4,3.11,0
user1322,8933,1977,48,1,1,0,8,4,4.52,0
user1323,1010,2136,232,0,0,0,8,4,0.47,0
user1324,6718,4182,389,0,0,1,8,4,1.61,0
user1325,9008,3960,108,1,1,0,8,4,2.27,0
user1326,6270,3346,319,0,0,0,8,4,1.87,0
user1327,2249,3014,374,1,0,0,8,4,0.75,0
user1328,3034,1470,479,0,0,0,8,4,2.06,0
user1329,3289,4136,416,0,0,0,8,4,0.8,0
user1330,343,4998,286,1,0,0,8,4,0.07,0
user1331,5741,1209,332,0,0,0,8,4,4.75,0
user1332,9520,4261,298,0,1,1,8,4,2.23,0
user1333,353,3689,419,0,0,1,8,4,0.1,0
user1334,8927,1258,227,0,1,1,8,4,7.1,0
user1335,6866,832,119,0,0,1,8,4,8.25,0
user1336,7197,4088,132,0,0,1,8,4,1.76,0
user1337,4736,3971,497,1,0,1,8,4,1.19,0
user1338,2806,259,295,1,1,1,8,4,10.83,0
user1339,712,2585,301,0,1,0,8,4,0.28,0
user1340,6165,1299,88,0,1,1,8,4,4.75,0
user1341,2795,3189,77,0,0,1,8,4,0.88,0
user1342,3912,4785,212,1,1,1,8,4,0.82,0
user1343,6547,4801,438,0,0,0,8,4,1.36,0
user1344,8226,672,139,1,1,0,8,4,12.24,0
user1345,8137,4706,83,0,0,0,8,4,1.73,0
user1346,662,805,248,0,1,0,8,4,0.82,0
user1347,2457,3650,31,1,1,1,8,4,0.67,0
user1348,2669,1874,459,0,1,0,8,4,1.42,0
user1349,9144,132,229,0,0,1,8,4,69.27,0
user1350,9270,1050,409,0,1,1,8,4,8.83,0
user1351,6910,2859,31,0,0,1,8,4,2.42,0
user1352,5832,3752,78,0,1,0,8,4,1.55,0
user1353,592,1096,191,0,1,1,8,4,0.54,0
user1354,2543,3922,300,0,1,0,8,4,0.65,0
user1355,3911,1689,491,1,1,0,8,4,2.32,0
user1356,2831,1948,293,0,1,0,8,4,1.45,0
user1357,7328,4627,497,0,0,1,8,4,1.58,0
user1358,4478,4853,475,0,1,0,8,4,0.92,0
user1359,7295,1138,134,0,0,0,8,4,6.41,0
user1360,609,1192,86,0,1,1,8,4,0.51,0
user1361,7002,2528,361,0,1,1,8,4,2.77,0
user1362,9679,321,307,0,0,1,8,4,30.15,0
user1363,8470,2616,363,1,1,0,8,4,3.24,0
user1364,133,1872,434,0,0,1,8,4,0.07,0
user1365,4474,4987,160,0,1,1,8,4,0.9,0
user1366,5034,3482,92,0,0,0,8,4,1.45,0
user1367,2385,1788,418,1,0,1,8,4,1.33,0
user1368,2227,3231,454,1,0,1,8,4,0.69,0
user1369,6359,2669,363,0,1,1,8,4,2.38,0
user1370,4937,1539,456,0,1,1,8,4,3.21,0
user1371,636,4089,487,0,1,0,8,4,0.16,0
user1372,8653,4912,200,1,1,1,8,4,1.76,0
user1373,5710,2261,122,1,1,1,8,4,2.53,0
user1374,2553,2011,337,1,1,1,8,4,1.27,0
user1375,9968,4602,92,0,0,0,8,4,2.17,0
user1376,4335,2016,7,0,0,0,8,4,2.15,1
user1377,1458,4399,249,0,1,0,8,4,0.33,0
user1378,6018,2010,407,0,1,0,8,4,2.99,0
user1379,5039,3671,164,0,1,1,8,4,1.37,0
user1380,9417,3821,412,1,0,1,8,4,2.46,0
user1381,3970,3995,380,0,1,1,8,4,0.99,0
user1382,8018,3163,492,1,1,1,8,4,2.53,0
user1383,7069,1331,92,0,1,0,8,4,5.31,0
user1384,4457,3265,464,0,0,1,8,4,1.37,0
user1385,7004,4587,220,1,0,1,8,4,1.53,0
user1386,1717,3887,10,0,1,0,8,4,0.44,0
user1387,4058,4480,406,1,0,0,8,4,0.91,0
user1388,6934,3451,31,1,0,0,8,4,2.01,0
user1389,7871,4521,410,1,0,1,8,4,1.74,0
user1390,31,2072,384,1,1,1,8,4,0.01,0
user1391,1236,708,130,1,1,1,8,4,1.75,0
user1392,5689,3272,15,0,1,1,8,4,1.74,0
user1393,8534,4943,117,0,0,0,8,4,1.73,0
user1394,748,766,228,0,0,1,8,4,0.98,0
user1395,2733,561,399,1,0,1,8,4,4.87,0
user1396,8208,269,264,0,0,1,8,4,30.51,0
user1397,206,1187,456,0,1,1,8,4,0.17,0
user1398,8461,2577,149,1,1,0,8,4,3.28,0
user1399,9865,4524,105,0,0,0,8,4,2.18,0
user1400,5258,498,436,1,0,1,8,4,10.56,0
user1401,8939,3685,376,0,1,0,8,4,2.43,0
user1402,6538,2572,351,0,0,0,8,4,2.54,0
user1403,2258,3279,80,0,0,0,8,4,0.69,0
user1404,8941,3586,421,0,0,1,8,4,2.49,0
user1405,7516,2927,321,1,1,1,8,4,2.57,0
user1406,571,3645,320,0,1,0,8,4,0.16,0
user1407,7776,4969,44,0,0,0,8,4,1.56,0
user1408,5788,3121,236,0,0,0,8,4,1.85,0
user1409,5441,2042,83,0,0,0,8,4,2.66,0
user1410,265,2806,358,1,0,1,8,4,0.09,0
user1411,664,4369,34,0,1,0,8,4,0.15,0
user1412,8664,663,311,0,0,0,8,4,13.07,0
user1413,1703,1538,447,1,0,1,8,4,1.11,0
user1414,131,4532,159,1,0,1,8,4,0.03,0
user1415,8358,3575,396,0,1,1,8,4,2.34,0
user1416,4141,4511,460,0,0,1,8,4,0.92,0
user1417,9871,309,141,0,1,1,8,4,31.94,0
user1418,7,753,357,0,1,1,8,4,0.01,0
user1419,8432,2003,254,0,0,0,8,4,4.21,0
user1420,7983,2656,243,1,0,0,8,4,3.01,0
user1421,7521,4427,83,1,0,1,8,4,1.7,0
user1422,5580,1707,22,1,1,0,8,4,3.27,0
user1423,2707,517,479,1,0,0,8,4,5.24,0
user1424,6412,533,35,0,1,1,8,4,12.03,0
user1425,4426,704,391,0,1,0,8,4,6.29,0
user1426,4133,2017,344,0,1,0,8,4,2.05,0
user1427,980,655,422,1,1,0,8,4,1.5,0
user1428,5399,2648,228,1,1,0,8,4,2.04,0
user1429,6849,2954,377,1,1,0,8,4,2.32,0
user1430,2071,2870,280,0,1,1,8,4,0.72,0
user1431,5940,885,239,0,1,0,8,4,6.71,0
user1432,8804,4079,57,0,1,0,8,4,2.16,0
user1433,1955,2556,340,1,0,1,8,4,0.76,0
user1434,1277,3600,326,1,1,0,8,4,0.35,0
user1435,3610,4554,500,0,0,0,8,4,0.79,0
user1436,3194,1636,160,0,0,0,8,4,1.95,0
user1437,4088,834,409,1,1,1,8,4,4.9,0
user1438,666,2789,114,0,1,1,8,4,0.24,0
user1439,9308,2816,13,0,1,0,8,4,3.31,0
user1440,5138,733,431,1,1,0,8,4,7.01,0
user1441,6890,1618,405,1,1,0,8,4,4.26,0
user1442,7715,4696,90,1,0,1,8,4,1.64,0
user1443,3477,2744,457,0,0,0,8,4,1.27,0
user1444,6279,2590,49,1,0,1,8,4,2.42,0
user1445,9141,2195,199,0,0,1,8,4,4.16,0
user1446,1826,1939,438,0,0,0,8,4,0.94,0
user1447,1873,2231,446,1,1,1,8,4,0.84,0
user1448,8342,3847,167,0,1,0,8,4,2.17,0
user1449,9517,2126,160,1,0,0,8,4,4.48,0
user1450,8081,2946,427,0,1,0,8,4,2.74,0
user1451,8903,3210,408,1,1,0,8,4,2.77,0
user1452,6982,4548,460,1,1,1,8,4,1.54,0
user1453,9970,1343,260,1,0,1,8,4,7.42,0
user1454,3827,4650,229,1,1,1,8,4,0.82,0
user1455,5226,3443,132,0,1,1,8,4,1.52,0
user1456,541,1739,263,1,0,1,8,4,0.31,0
user1457,117,4957,178,0,0,0,8,4,0.02,1
user1458,8542,4805,471,0,1,1,8,4,1.78,0
user1459,8244,1711,134,0,0,1,8,4,4.82,0
user1460,162,3139,329,1,0,0,8,4,0.05,0
user1461,8807,2511,164,0,0,0,8,4,3.51,0
user1462,3859,2481,79,1,0,0,8,4,1.56,0
user1463,3400,3780,145,1,1,1,8,4,0.9,0
user1464,7227,2582,254,1,0,1,8,4,2.8,0
user1465,1891,3223,270,1,1,1,8,4,0.59,0
user1466,1144,3269,293,0,0,1,8,4,0.35,0
user1467,6795,3778,327,1,1,0,8,4,1.8,0
user1468,6916,1947,311,0,1,1,8,4,3.55,0
user1469,7555,2521,366,1,0,0,8,4,3.0,0
user1470,9532,1200,97,0,0,0,8,4,7.94,0
user1471,4810,627,451,0,0,0,8,4,7.67,0
user1472,4732,4243,288,0,1,0,8,4,1.12,0
user1473,2764,3162,343,1,0,1,8,4,0.87,0
user1474,4812,4530,83,0,1,1,8,4,1.06,0
user1475,5837,3591,181,0,1,0,8,4,1.63,0
user1476,5608,3942,225,0,1,1,8,4,1.42,0
user1477,6159,3221,196,0,1,0,8,4,1.91,0
user1478,9912,1389,17,1,1,1,8,4,7.14,0
user1479,4690,2217,389,1,0,0,8,4,2.12,0
user1480,8366,845,102,0,0,0,8,4,9.9,0
user1481,4461,4083,140,0,0,1,8,4,1.09,0
user1482,8789,1243,327,1,1,1,8,4,7.07,0
user1483,4037,1077,322,1,1,1,8,4,3.75,0
user1484,4200,313,223,1,1,0,8,4,13.42,0
user1485,9723,4755,477,0,0,0,8,4,2.04,0
user1486,8419,4496,399,1,0,1,8,4,1.87,0
user1487,1716,307,360,0,0,0,8,4,5.59,0
user1488,7925,1853,125,1,0,0,8,4,4.28,0
user1489,2263,4086,326,1,0,0,8,4,0.55,0
user1490,5577,2988,49,1,0,0,8,4,1.87,0
user1491,2502,2385,227,0,0,0,8,4,1.05,0
user1492,429,4223,287,1,1,0,8,4,0.1,0
user1493,3114,2422,110,0,1,1,8,4,1.29,0
user1494,5871,4257,187,0,0,1,8,4,1.38,0
user1495,7177,4312,61,0,1,0,8,4,1.66,0
user1496,458,226,212,1,0,1,8,4,2.03,0
user1497,4144,1025,377,0,0,1,8,4,4.04,0
user1498,5889,1298,23,0,1,0,8,4,4.54,0
user1499,6169,838,218,0,0,0,8,4,7.36,0
user1500,1086,1696,110,0,1,0,8,4,0.64,0
user1501,6205,4804,170,0,0,0,8,4,1.29,0
user1502,5550,11,275,1,1,0,8,4,504.55,0
user1503,930,1707,331,1,1,1,8,4,0.54,0
user1504,3996,2296,489,1,0,0,8,4,1.74,0
user1505,3334,2706,499,1,1,1,8,4,1.23,0
user1506,3279,1240,118,0,1,0,8,4,2.64,0
user1507,2960,2184,488,1,0,1,8,4,1.36,0
user1508,4095,4868,393,0,0,1,8,4,0.84,0
user1509,8162,802,326,1,0,1,8,4,10.18,0
user1510,7613,2685,64,1,1,0,8,4,2.84,0
user1511,5103,3867,175,1,0,1,8,4,1.32,0
user1512,3730,3899,500,0,1,0,8,4,0.96,0
user1513,7908,1945,464,0,0,0,8,4,4.07,0
user1514,9812,1321,175,0,0,0,8,4,7.43,0
user1515,835,3481,179,0,1,1,8,4,0.24,0
user1516,3583,3523,227,0,1,0,8,4,1.02,0
user1517,5473,4181,368,0,0,0,8,4,1.31,0
user1518,5890,3364,248,1,1,0,8,4,1.75,0
user1519,4818,4401,386,1,1,1,8,4,1.09,0
user1520,1642,3097,163,1,1,0,8,4,0.53,0
user1521,9611,1004,171,0,1,0,8,4,9.57,0
user1522,3791,957,220,0,0,1,8,4,3.96,0
user1523,171,1848,55,0,1,0,8,4,0.09,0
user1524,4830,2398,406,0,1,1,8,4,2.01,0
user1525,366,3687,400,0,1,0,8,4,0.1,0
user1526,535,857,395,1,0,0,8,4,0.62,0
user1527,9669,2039,125,0,1,0,8,4,4.74,0
user1528,1614,4255,335,1,0,0,8,4,0.38,0
user1529,8653,2415,126,0,1,1,8,4,3.58,0
user1530,4782,729,22,1,0,0,8,4,6.56,0
user1531,8806,2973,30,0,1,0,8,4,2.96,0
user1532,9230,3535,251,1,1,0,8,4,2.61,0
user1533,8430,420,230,1,1,0,8,4,20.07,0
user1534,3104,4802,40,0,1,1,8,4,0.65,0
user1535,1019,2665,188,0,0,0,8,4,0.38,0
user1536,1887,4150,93,0,0,0,8,4,0.45,0
user1537,8179,4997,345,0,1,0,8,4,1.64,0
user1538,3140,2138,8,0,1,1,8,4,1.47,0
user1539,4622,3148,73,0,0,1,8,4,1.47,0
user1540,485,4980,353,1,1,1,8,4,0.1,0
user1541,8720,1967,343,1,1,1,8,4,4.43,0
user1542,5821,4223,172,0,0,0,8,4,1.38,0
user1543,5409,4140,59,0,1,0,8,4,1.31,0
user1544,2269,3762,469,0,0,0,8,4,0.6,0
user1545,9431,516,380,0,1,0,8,4,18.28,0
user1546,7960,1398,276,1,0,1,8,4,5.69,0
user1547,6638,3171,30,1,1,1,8,4,2.09,0
user1548,3907,241,92,0,1,0,8,4,16.21,0
user1549,7954,2283,67,0,1,1,8,4,3.48,0
user1550,5925,2865,270,0,0,1,8,4,2.07,0
user1551,2810,3374,466,0,1,0,8,4,0.83,0
user1552,7544,3238,163,1,0,0,8,4,2.33,0
user1553,8265,3424,98,0,0,0,8,4,2.41,0
user1554,5155,1522,209,0,1,1,8,4,3.39,0
user1555,4637,3833,496,0,0,0,8,4,1.21,0
user1556,7183,2282,155,0,1,1,8,4,3.15,0
user1557,5124,2682,403,1,0,1,8,4,1.91,0
user1558,9216,3018,440,1,0,1,8,4,3.05,0
user1559,6782,2906,416,1,0,1,8,4,2.33,0
user1560,6766,4903,140,0,1,1,8,4,1.38,0
user1561,9341,1891,291,1,1,0,8,4,4.94,0
user1562,4501,1027,468,1,0,1,8,4,4.38,0
user1563,923,2824,451,0,1,0,8,4,0.33,0
user1564,1356,1601,406,1,1,1,8,4,0.85,0
user1565,8385,2078,315,0,1,1,8,4,4.04,0
user1566,5614,4629,112,0,1,1,8,4,1.21,0
user1567,2149,3543,448,1,0,0,8,4,0.61,0
user1568,8491,4060,159,1,1,0,8,4,2.09,0
user1569,7940,4389,295,1,1,1,8,4,1.81,0
user1570,2517,3271,281,1,0,0,8,4,0.77,0
user1571,5706,4342,484,1,1,0,8,4,1.31,0
user1572,4180,1860,337,1,1,1,8,4,2.25,0
user1573,919,3964,415,0,1,0,8,4,0.23,0
user1574,9318,4400,361,1,1,0,8,4,2.12,0
user1575,3146,3803,161,1,0,1,8,4,0.83,0
user1576,9907,2707,54,0,0,0,8,4,3.66,0
user1577,3785,4063,89,0,1,0,8,4,0.93,0
user1578,2797,4691,174,1,1,0,8,4,0.6,0
user1579,4351,3934,253,1,1,0,8,4,1.11,0
user1580,3274,1057,18,0,0,1,8,4,3.1,0
user1581,5802,4535,491,1,1,1,8,4,1.28,0
user1582,3797,2263,398,0,0,0,8,4,1.68,0
user1583,8239,3418,451,0,1,0,8,4,2.41,0
user1584,8063,2404,346,0,1,1,8,4,3.35,0
user1585,7623,4576,6,1,0,1,8,4,1.67,0
user1586,9423,2595,17,0,0,0,8,4,3.63,0
user1587,8840,575,47,1,0,1,8,4,15.37,0
user1588,5428,4328,65,0,1,0,8,4,1.25,0
user1589,3616,4496,162,1,1,1,8,4,0.8,0
user1590,5504,2013,88,1,0,1,8,4,2.73,0
user1591,71,2365,43,0,0,0,8,4,0.03,1
user1592,1394,2963,365,1,0,1,8,4,0.47,0
user1593,7476,2750,227,1,1,0,8,4,2.72,0
user1594,2312,2654,250,0,0,0,8,4,0.87,0
user1595,8945,2900,377,1,0,0,8,4,3.08,0
user1596,5713,2686,314,0,0,0,8,4,2.13,0
user1597,4088,4929,92,1,0,1,8,4,0.83,0
user1598,1656,1695,28,0,0,1,8,4,0.98,0
user1599,8227,578,415,1,1,0,8,4,14.23,0
user1600,8553,2746,462,0,0,0,8,4,3.11,0
user1601,1616,682,48,0,0,1,8,4,2.37,0
user1602,2014,4589,367,1,0,1,8,4,0.44,0
user1603,3367,4880,439,0,0,0,8,4,0.69,0
user1604,3668,2775,283,1,1,0,8,4,1.32,0
user1605,3467,4411,328,0,0,0,8,4,0.79,0
user1606,4639,2073,486,1,1,0,8,4,2.24,0
user1607,5395,1791,150,1,1,1,8,4,3.01,0
user1608,2181,1278,347,1,0,0,8,4,1.71,0
user1609,3382,3035,396,1,0,0,8,4,1.11,0
user1610,7986,557,272,0,1,1,8,4,14.34,0
user1611,3059,2186,276,1,1,0,8,4,1.4,0
user1612,665,2383,449,1,1,1,8,4,0.28,0
user1613,6004,2044,279,0,0,0,8,4,2.94,0
user1614,2075,173,231,1,1,0,8,4,11.99,0
user1615,3669,15,88,1,1,1,8,4,244.6,0
user1616,7271,916,295,1,1,1,8,4,7.94,0
user1617,9041,1015,69,1,0,0,8,4,8.91,0
user1618,1867,4599,175,0,0,0,8,4,0.41,0
user1619,1026,4264,75,1,1,1,8,4,0.24,0
user1620,7856,2646,354,0,0,0,8,4,2.97,0
user1621,7819,1093,247,0,0,0,8,4,7.15,0
user1622,1554,4661,149,1,1,1,8,4,0.33,0
user1623,7022,1310,16,1,1,1,8,4,5.36,0
user1624,5529,4373,202,1,0,1,8,4,1.26,0
user1625,1316,2888,196,1,0,0,8,4,0.46,0
user1626,5326,2295,407,0,1,1,8,4,2.32,0
user1627,6914,184,485,1,0,1,8,4,37.58,0
user1628,9793,3580,197,0,1,1,8,4,2.74,0
user1629,9778,3854,22,0,0,1,8,4,2.54,0
user1630,2392,739,56,0,1,0,8,4,3.24,0
user1631,1549,2238,475,0,0,0,8,4,0.69,0
user1632,2799,2102,364,1,1,1,8,4,1.33,0
user1633,1838,2904,310,1,1,1,8,4,0.63,0
user1634,1358,3652,457,1,1,1,8,4,0.37,0
user1635,2026,3119,96,1,1,1,8,4,0.65,0
user1636,5949,4793,277,0,0,1,8,4,1.24,0
user1637,4856,1905,71,0,0,0,8,4,2.55,0
user1638,6362,1235,194,1,1,0,8,4,5.15,0
user1639,8855,4747,176,0,0,0,8,4,1.87,0
user1640,8492,4069,424,0,0,1,8,4,2.09,0
user1641,6661,3716,373,1,0,1,8,4,1.79,0
user1642,8822,4185,458,0,0,1,8,4,2.11,0
user1643,5682,3472,158,1,1,1,8,4,1.64,0
user1644,3863,4625,441,0,1,1,8,4,0.84,0
user1645,4320,915,367,1,1,0,8,4,4.72,0
user1646,8220,1204,119,0,0,1,8,4,6.83,0
user1647,8293,483,413,0,1,1,8,4,17.17,0
user1648,8935,724,349,0,0,1,8,4,12.34,0
user1649,3195,416,147,0,0,0,8,4,7.68,0
user1650,6159,4545,168,1,1,1,8,4,1.36,0
user1651,6387,2421,419,0,1,0,8,4,2.64,0
user1652,7711,2118,409,1,0,1,8,4,3.64,0
user1653,2536,4364,168,0,0,0,8,4,0.58,0
user1654,8055,4487,186,1,0,0,8,4,1.8,0
user1655,7828,2097,442,1,0,1,8,4,3.73,0
user1656,1104,2367,414,1,0,1,8,4,0.47,0
user1657,46,1094,434,0,1,0,8,4,0.04,1
user1658,9296,2438,390,0,1,0,8,4,3.81,0
user1659,6048,4630,309,1,0,1,8,4,1.31,0
user1660,2243,2988,88,1,1,1,8,4,0.75,0
user1661,2244,929,407,0,1,0,8,4,2.42,0
user1662,9203,3266,209,0,1,1,8,4,2.82,0
user1663,2872,1464,279,0,0,0,8,4,1.96,0
user1664,8949,3020,364,1,0,1,8,4,2.96,0
user1665,5963,3454,240,0,0,0,8,4,1.73,0
user1666,9875,2086,168,1,1,0,8,4,4.73,0
user1667,5127,3732,358,1,0,1,8,4,1.37,0
user1668,9632,3205,439,0,0,1,8,4,3.01,0
user1669,5404,3508,14,1,1,1,8,4,1.54,0
user1670,7479,2511,184,1,0,1,8,4,2.98,0
user1671,7001,802,179,1,1,1,8,4,8.73,0
user1672,6182,2923,401,0,0,0,8,4,2.11,0
user1673,740,2865,471,1,0,0,8,4,0.26,0
user1674,8826,2845,190,0,1,0,8,4,3.1,0
user1675,2211,3547,147,0,0,1,8,4,0.62,0
user1676,6774,3031,403,1,1,0,8,4,2.23,0
user1677,5681,106,440,0,1,0,8,4,53.59,0
user1678,9179,2157,87,1,1,0,8,4,4.26,0
user1679,3607,2788,91,0,0,0,8,4,1.29,0
user1680,5431,4590,415,0,1,0,8,4,1.18,0
user1681,9629,464,133,0,1,1,8,4,20.75,0
