followers,following,posts,verified,bio,profile_pic,username_length,username_digits,ratio,fake
270,18064,2277,0,0,1,17,1,0.01,0
44588,19378,315,1,1,1,8,4,2.3,0
16912,3769,4257,0,1,0,7,4,4.49,0
49066,41917,1489,0,0,0,8,5,1.17,0
13949,22699,2438,0,0,1,9,0,0.61,0
27858,10475,4451,1,0,1,8,4,2.66,0
36181,42492,3562,1,0,0,5,4,0.85,0
38148,19026,2849,1,0,0,19,0,2.01,0
21441,17082,4712,0,0,0,5,5,1.26,0
48630,337,74,1,0,0,20,4,144.3,0
11280,38412,2837,0,1,1,5,2,0.29,0
36888,8764,468,1,0,0,12,2,4.21,0
37930,39365,2156,0,0,0,16,2,0.96,0
22557,48919,4639,0,0,1,9,0,0.46,0
36697,48018,3817,0,1,0,13,1,0.76,0
6765,26703,595,0,1,1,19,1,0.25,0
28979,17710,778,0,0,0,11,2,1.64,0
10801,6455,4874,0,0,1,14,2,1.67,0
30372,49535,2715,1,0,1,11,5,0.61,0
48936,32785,2237,1,1,1,16,0,1.49,0
14861,15548,2030,0,0,1,6,0,0.96,0
40327,18199,4634,0,1,1,5,4,2.22,0
46886,28085,732,1,1,1,12,5,1.67,0
33702,26184,1444,1,0,0,8,3,1.29,0
44954,21408,403,1,0,1,19,3,2.1,0
20223,2440,1692,0,1,1,14,3,8.29,0
40661,14752,3358,0,1,0,7,1,2.76,0
49244,25970,339,1,1,0,10,0,1.9,0
37414,40445,4407,1,1,0,10,2,0.93,0
29092,26313,726,1,0,0,11,4,1.11,0
31064,20836,1762,0,1,0,17,0,1.49,0
22310,30729,3343,0,1,1,17,5,0.73,0
29002,19163,4223,1,0,1,7,3,1.51,0
17760,33949,1275,0,1,1,16,0,0.52,0
21725,13388,1252,0,0,0,16,2,1.62,0
40759,49516,3944,0,1,1,9,3,0.82,0
33288,6334,1357,1,0,0,16,4,5.26,0
33169,17570,1075,0,1,1,17,2,1.89,0
34764,22660,63,0,0,0,12,0,1.53,0
8696,12486,4074,1,1,1,5,5,0.7,0
42599,26247,3129,1,0,1,10,3,1.62,0
30775,44713,2510,1,1,0,5,0,0.69,0
46405,32760,2899,1,1,0,20,3,1.42,0
8171,48188,599,0,1,0,15,2,0.17,0
37406,43341,1592,0,1,0,5,5,0.86,0
48486,12315,4061,0,1,0,19,4,3.94,0
36547,1054,1786,1,0,1,17,2,34.67,0
31088,31967,222,0,1,1,18,2,0.97,0
21306,42731,3638,1,1,1,6,4,0.5,0
47599,24748,1655,1,1,1,13,2,1.92,0
24687,24728,2858,1,0,1,5,2,1.0,0
44487,13330,2535,1,0,0,7,5,3.34,0
47969,34297,2933,0,1,0,17,2,1.4,0
6270,49360,3300,1,0,0,17,3,0.13,0
32667,42918,2713,1,0,1,5,5,0.76,0
1919,8980,1812,1,1,1,6,4,0.21,0
39786,35769,4280,1,0,0,7,3,1.11,0
12965,28055,2143,0,1,1,19,1,0.46,0
46891,35516,47,1,0,1,6,2,1.32,0
16709,16215,4897,1,0,1,19,3,1.03,0
34176,7383,3282,0,1,0,8,2,4.63,0
34216,21051,1066,0,1,1,18,2,1.63,0
39746,4745,4023,1,0,1,14,0,8.38,0
17302,16197,3137,1,1,0,13,3,1.07,0
12240,44240,612,1,0,1,7,1,0.28,0
18719,27638,3005,1,1,1,15,3,0.68,0
8126,12754,2506,1,0,1,15,3,0.64,0
49845,11994,1682,1,0,0,16,1,4.16,0
26028,45501,1024,0,1,0,19,0,0.57,0
13417,29846,195,1,1,1,11,2,0.45,0
39906,38914,136,0,1,1,9,0,1.03,0
32442,34474,3599,0,0,1,9,0,0.94,0
17073,39085,3317,0,1,0,20,2,0.44,0
43625,44065,4164,1,0,1,6,3,0.99,0
30056,13132,2167,0,0,0,20,1,2.29,0
11905,31904,4098,1,0,0,13,3,0.37,0
16895,12534,3174,1,0,0,16,4,1.35,0
10702,16841,2019,1,0,0,20,2,0.64,0
38652,18671,3260,0,0,1,11,1,2.07,0
1795,21089,4919,0,0,0,6,4,0.09,0
35455,45251,2676,1,0,0,5,2,0.78,0
26285,44401,2591,0,1,1,14,2,0.59,0
23160,30462,494,1,1,1,15,0,0.76,0
45702,39896,856,0,0,0,15,3,1.15,0
25722,27138,2681,0,0,0,19,1,0.95,0
40332,31477,1105,1,0,0,6,2,1.28,0
24889,20614,3221,0,0,0,16,2,1.21,0
25382,29567,4535,1,1,1,17,2,0.86,0
40103,48961,3153,1,0,1,7,1,0.82,0
26636,29290,724,1,1,0,7,2,0.91,0
14753,13115,2007,0,1,0,15,5,1.12,0
18952,1857,4687,0,1,0,19,1,10.21,0
36013,9456,3424,0,0,0,20,0,3.81,0
31820,29680,1031,1,1,0,20,0,1.07,0
22212,33835,3617,0,1,0,20,4,0.66,0
33112,43388,882,0,1,0,18,4,0.76,0
24629,23737,2239,0,1,1,7,4,1.04,0
15213,12245,1122,1,1,0,16,1,1.24,0
32760,33641,166,0,1,0,18,1,0.97,0
36037,41097,3492,0,0,0,8,3,0.88,0
45389,3260,2751,0,0,1,15,3,13.92,0
42300,875,2103,0,0,0,12,2,48.34,0
23108,13809,774,1,0,0,16,5,1.67,0
5184,28605,2735,1,1,0,17,2,0.18,0
19663,12130,1124,1,1,1,6,0,1.62,0
27882,3510,509,0,0,0,12,1,7.94,0
11941,37584,3844,1,1,0,10,3,0.32,0
25249,24970,1502,1,1,1,8,3,1.01,0
23346,26212,4921,0,0,1,18,1,0.89,0
24905,10651,1812,0,0,0,5,0,2.34,0
49953,2281,2036,0,1,0,12,1,21.9,0
8489,24122,3925,0,0,0,17,1,0.35,0
5155,40496,4595,1,1,0,12,2,0.13,0
24231,7603,540,0,1,1,11,3,3.19,0
19389,9681,1113,1,0,1,12,5,2.0,0
33390,49206,838,0,0,0,18,5,0.68,0
39871,34728,907,0,0,1,12,4,1.15,0
24996,4747,702,1,1,0,5,1,5.27,0
14543,21651,2850,0,0,1,9,2,0.67,0
16674,1685,4292,0,0,1,6,2,9.9,0
14534,41369,515,1,1,1,16,1,0.35,0
15163,27849,391,1,1,1,7,4,0.54,0
10866,15682,924,1,1,0,14,2,0.69,0
48985,19445,3653,0,0,1,14,5,2.52,0
5747,35415,4916,1,0,1,9,1,0.16,0
27486,44237,3776,1,0,0,11,4,0.62,0
36034,40084,672,0,1,0,6,3,0.9,0
45855,18968,4744,0,0,0,11,4,2.42,0
11351,15962,1353,1,1,1,10,4,0.71,0
19992,49886,2812,1,1,1,19,5,0.4,0
44498,37595,4155,0,0,0,14,3,1.18,0
45690,37069,4399,1,1,0,16,1,1.23,0
30151,19201,1249,1,0,0,18,1,1.57,0
7185,16124,2112,0,1,1,14,1,0.45,0
39253,3871,2510,0,0,1,18,5,10.14,0
21136,7518,811,0,0,0,19,5,2.81,0
28066,11741,614,1,0,1,8,4,2.39,0
47659,41565,2607,0,0,1,19,0,1.15,0
26593,25799,2546,1,0,1,18,2,1.03,0
30406,44464,2210,0,1,1,7,4,0.68,0
23844,39156,3251,1,0,0,16,5,0.61,0
19120,19591,237,0,0,1,18,0,0.98,0
13526,27344,482,0,1,1,20,4,0.49,0
9554,32652,450,1,0,0,17,2,0.29,0
41989,25691,2987,1,0,0,14,5,1.63,0
38739,47469,3134,1,0,1,8,0,0.82,0
33090,46858,4427,1,1,1,6,1,0.71,0
17236,39780,1954,1,0,1,5,4,0.43,0
23222,2545,4960,1,0,0,16,4,9.12,0
15540,41507,30,0,0,0,18,2,0.37,0
12646,21846,4396,0,0,1,17,0,0.58,0
19662,25126,2835,1,1,1,7,0,0.78,0
18285,46790,4867,1,1,0,10,2,0.39,0
24756,27789,3327,1,0,1,11,3,0.89,0
32659,46896,2393,0,1,0,8,5,0.7,0
8220,47339,1371,0,0,1,15,0,0.17,0
32742,31321,500,0,0,1,16,5,1.05,0
45009,20541,3704,0,0,0,16,2,2.19,0
45585,48987,1510,1,0,0,5,1,0.93,0
43376,33140,567,0,0,0,17,5,1.31,0
41131,23881,509,0,1,0,13,4,1.72,0
10741,34822,3436,1,0,0,15,2,0.31,0
44256,40755,262,1,0,0,20,2,1.09,0
28633,2546,3859,1,0,0,14,3,11.25,0
37377,33229,403,1,0,1,20,4,1.12,0
18983,13986,2572,1,1,0,20,2,1.36,0
24521,21512,2316,1,0,1,11,2,1.14,0
20373,15729,4661,1,0,1,5,1,1.3,0
42809,664,1913,1,1,0,10,4,64.47,0
10571,23095,3833,1,0,1,12,0,0.46,0
29949,3022,2282,0,1,0,8,0,9.91,0
25082,22016,731,0,0,0,9,4,1.14,0
4281,31291,2916,0,1,1,7,3,0.14,0
12363,20742,3477,1,0,0,11,1,0.6,0
45861,17450,4817,1,1,1,11,1,2.63,0
19471,9063,4130,0,0,0,9,0,2.15,0
22993,9098,3101,1,1,1,5,0,2.53,0
2112,38203,4160,1,0,1,20,3,0.06,0
19253,30813,835,0,0,0,11,1,0.62,0
20020,34451,2441,1,1,1,16,0,0.58,0
1779,23335,32,1,0,1,8,1,0.08,0
27918,6497,3874,0,1,0,5,4,4.3,0
32625,19450,844,0,0,0,9,4,1.68,0
41037,27336,3272,0,0,1,13,0,1.5,0
1012,46358,4629,1,1,1,13,0,0.02,0
42438,42004,3226,1,0,0,11,2,1.01,0
26483,17693,693,1,0,1,16,3,1.5,0
40621,47372,1923,0,1,0,9,4,0.86,0
49619,27672,4600,1,1,1,17,5,1.79,0
14452,6803,4301,0,1,0,9,4,2.12,0
8744,5225,3510,1,1,1,7,0,1.67,0
11297,45578,4230,0,0,1,18,4,0.25,0
6201,24342,342,0,1,1,11,3,0.25,0
6338,28611,2291,1,0,1,6,5,0.22,0
42574,15553,2586,0,1,1,5,4,2.74,0
10954,34603,3805,1,1,0,6,2,0.32,0
43105,3553,980,0,0,1,17,1,12.13,0
26819,14711,4784,1,1,1,9,5,1.82,0
49867,20566,2070,1,1,0,5,4,2.42,0
8553,1260,3471,0,1,0,19,4,6.79,0
47292,32185,2051,1,1,1,5,0,1.47,0
10031,27420,4507,1,1,1,8,0,0.37,0
6565,35337,335,1,1,1,11,4,0.19,0
5586,9535,977,0,1,1,15,0,0.59,0
13784,8930,1766,1,1,0,13,4,1.54,0
45053,29843,3172,1,1,1,8,3,1.51,0
44230,43950,2293,0,1,1,5,0,1.01,0
14345,47881,3782,0,1,1,7,2,0.3,0
11600,551,2893,1,1,1,10,4,21.05,0
34380,20345,1806,0,1,1,11,1,1.69,0
35326,23480,933,1,1,1,9,3,1.5,0
47374,38319,2842,1,1,1,19,0,1.24,0
19384,26966,1280,1,1,1,10,5,0.72,0
33420,48480,4639,1,1,1,5,1,0.69,0
2709,402,4287,0,1,0,20,2,6.74,0
18947,6697,2081,1,0,1,16,1,2.83,0
31578,32261,1230,1,1,0,10,4,0.98,0
24710,29604,2606,0,1,1,8,5,0.83,0
17629,28719,2566,0,0,1,10,4,0.61,0
10346,9389,2674,1,1,1,12,4,1.1,0
42203,35902,4865,1,0,0,19,0,1.18,0
47083,30292,2324,1,0,0,16,2,1.55,0
27355,49105,1142,1,0,1,6,5,0.56,0
26532,3849,1221,0,1,1,20,1,6.89,0
48423,25937,10,0,0,1,7,3,1.87,0
17718,29586,4985,0,0,1,20,1,0.6,0
11000,29732,3657,1,1,0,7,3,0.37,0
27429,33648,1351,1,0,0,12,2,0.82,0
20368,22294,501,0,1,1,19,2,0.91,0
12367,42386,1118,1,1,0,8,4,0.29,0
26986,17118,2362,0,0,0,19,0,1.58,0
30081,2022,3984,0,0,1,17,0,14.88,0
46921,5072,4259,0,1,1,6,1,9.25,0
7282,31904,772,1,0,1,7,0,0.23,0
41512,14220,3738,0,0,1,17,3,2.92,0
10243,33966,2857,0,1,1,7,2,0.3,0
20101,34618,4346,1,0,0,6,3,0.58,0
18640,19357,3012,0,1,0,17,1,0.96,0
1135,11349,2357,1,0,0,20,1,0.1,0
9814,23342,4889,1,1,0,10,0,0.42,0
38004,5452,2485,0,1,1,5,0,6.97,0
8419,38136,3325,1,1,1,14,1,0.22,0
28841,18531,2787,1,1,1,20,0,1.56,0
40292,16413,417,1,0,0,5,0,2.45,0
39503,20609,2307,1,0,1,16,4,1.92,0
14154,49685,4561,1,0,0,8,1,0.28,0
16225,37370,290,0,1,1,6,3,0.43,0
1713,19055,121,1,0,0,17,1,0.09,0
23083,25282,3508,0,0,1,13,2,0.91,0
28771,23134,4137,0,0,0,13,1,1.24,0
14670,35128,1068,0,1,1,13,2,0.42,0
40536,31863,4687,0,1,1,20,3,1.27,0
42971,44370,2499,1,0,1,5,5,0.97,0
3592,22092,3232,0,1,0,8,5,0.16,0
14185,44170,4003,1,0,1,12,1,0.32,0
36810,43436,4843,0,0,1,5,0,0.85,0
8089,19271,3372,0,0,1,20,4,0.42,0
18104,14161,3311,1,0,0,17,5,1.28,0
11785,46397,73,1,0,1,20,3,0.25,0
29941,25203,2495,0,1,0,17,3,1.19,0
36007,44315,3139,1,1,0,10,1,0.81,0
38862,41256,1742,0,1,1,10,0,0.94,0
4289,44191,636,0,0,0,19,1,0.1,0
33987,33682,1619,0,1,0,14,2,1.01,0
20202,41589,4459,0,0,1,19,0,0.49,0
20676,44573,4091,0,0,0,13,2,0.46,0
29983,26826,3813,1,1,1,12,4,1.12,0
26767,2917,260,1,1,0,11,0,9.18,0
3526,27209,831,0,1,0,9,5,0.13,0
25641,798,2438,0,1,0,12,2,32.13,0
5123,17050,169,0,0,1,18,5,0.3,0
15406,46931,1332,0,0,0,19,2,0.33,0
12015,6495,4845,1,1,0,6,2,1.85,0
15105,31170,1476,0,0,0,7,2,0.48,0
12389,47241,2520,0,0,1,16,5,0.26,0
46126,6362,3820,1,1,0,5,4,7.25,0
35385,36381,4921,0,0,0,6,0,0.97,0
1057,8030,1944,1,0,0,9,5,0.13,0
37993,27592,920,1,1,0,10,2,1.38,0
21152,38009,1326,0,1,1,5,4,0.56,0
19417,4906,309,0,1,1,12,0,3.96,0
37214,22502,4948,1,1,1,18,5,1.65,0
38420,5905,721,0,1,0,19,0,6.51,0
10040,46711,516,0,1,1,9,2,0.21,0
20711,31148,897,1,0,0,15,5,0.66,0
22236,1645,2667,0,1,1,18,2,13.52,0
3022,41055,2889,0,0,0,7,0,0.07,0
9595,15047,2140,0,1,1,9,3,0.64,0
20038,2563,691,0,1,1,18,0,7.82,0
3669,8834,74,1,1,1,13,0,0.42,0
32610,38925,2677,0,0,0,6,0,0.84,0
5229,9463,2589,1,0,0,7,1,0.55,0
28892,48066,2750,0,1,0,18,0,0.6,0
39186,16766,1243,1,0,1,18,5,2.34,0
42832,13116,952,1,1,1,10,2,3.27,0
23220,22584,1891,1,0,1,6,5,1.03,0
9662,46444,4115,1,0,1,12,5,0.21,0
17051,19710,3817,1,0,0,8,2,0.87,0
19142,19222,1052,1,1,0,10,2,1.0,0
12354,4306,938,1,1,1,15,0,2.87,0
27430,7528,4852,1,1,0,17,5,3.64,0
28715,10457,875,1,1,0,17,1,2.75,0
46975,37249,4840,0,1,1,11,4,1.26,0
13316,5749,2132,1,1,0,5,2,2.32,0
5757,20347,2537,1,1,0,17,4,0.28,0
25706,43990,2939,1,0,0,9,2,0.58,0
14891,9763,28,0,0,0,19,0,1.53,0
34583,37239,2702,0,1,0,16,1,0.93,0
44275,30771,310,1,0,1,20,0,1.44,0
30751,27488,1899,0,0,0,14,5,1.12,0
17380,49375,1828,1,0,0,8,2,0.35,0
45865,11404,3967,0,0,1,13,5,4.02,0
8052,15139,251,1,1,1,15,0,0.53,0
37585,46925,3618,0,1,1,9,2,0.8,0
5857,19525,4327,0,0,0,6,0,0.3,0
496,33869,3716,1,1,0,18,5,0.01,0
12796,19763,3294,1,1,1,6,3,0.65,0
49542,42513,3798,1,0,0,7,2,1.17,0
48852,42055,3714,1,1,0,10,0,1.16,0
48288,27175,1930,1,1,0,17,0,1.78,0
45248,38743,1802,1,0,1,11,5,1.17,0
34130,23335,2540,1,1,1,9,0,1.46,0
4971,37706,2875,1,0,0,14,0,0.13,0
41066,48040,2949,0,0,0,5,4,0.85,0
14960,41630,3506,1,0,0,5,1,0.36,0
31888,12006,1776,0,0,1,15,3,2.66,0
21929,7599,3496,1,1,1,12,5,2.89,0
21680,16313,1697,0,1,1,16,1,1.33,0
48615,20779,3280,0,0,1,14,5,2.34,0
614,4829,3769,0,1,1,6,1,0.13,0
25318,2763,2659,0,1,1,12,4,9.16,0
16598,6435,302,0,1,0,13,5,2.58,0
38291,4628,2457,1,1,0,5,1,8.27,0
7029,2119,4577,1,1,1,19,3,3.32,0
16390,24276,1191,1,1,1,5,5,0.68,0
11172,33818,4768,0,0,1,13,0,0.33,0
15345,29013,1980,0,0,0,12,1,0.53,0
39270,38161,2843,0,1,0,13,5,1.03,0
45507,48085,993,0,0,1,9,2,0.95,0
40703,36636,3644,0,1,1,9,3,1.11,0
42866,46812,3131,0,1,0,17,1,0.92,0
39884,695,4083,1,0,1,9,5,57.39,0
36371,28938,4986,1,1,1,14,0,1.26,0
3637,42115,4443,1,1,1,6,5,0.09,0
49936,7597,2668,1,0,1,6,0,6.57,0
49673,40925,2585,1,0,0,15,4,1.21,0
11597,47620,829,1,1,1,17,1,0.24,0
44543,20307,674,1,0,0,16,5,2.19,0
46475,45130,1654,0,1,1,15,4,1.03,0
22446,4994,1907,1,0,0,15,5,4.49,0
27299,4700,1372,1,0,1,13,1,5.81,0
38131,4891,4568,0,0,1,10,4,7.8,0
45814,30945,693,0,1,1,20,5,1.48,0
32599,17552,2282,0,0,1,5,3,1.86,0
2347,6514,2227,1,1,1,8,4,0.36,0
1790,33188,1606,1,0,0,12,2,0.05,0
9981,3194,3211,0,0,1,16,4,3.12,0
49160,30107,1319,1,1,1,6,0,1.63,0
22118,36370,4887,1,1,0,9,3,0.61,0
21407,7937,476,0,0,1,20,4,2.7,0
2996,25195,1654,0,0,0,8,3,0.12,0
42610,18567,3036,1,0,0,9,0,2.29,0
35251,48947,1617,1,0,1,5,3,0.72,0
5423,29062,4763,0,1,0,11,1,0.19,0
16955,32375,4026,0,1,0,6,5,0.52,0
49183,32271,4771,1,1,0,17,2,1.52,0
30890,33453,3992,1,1,0,17,4,0.92,0
18354,18842,170,0,0,0,17,3,0.97,0
43387,36150,1781,1,1,1,11,2,1.2,0
33869,25802,2356,1,1,0,8,1,1.31,0
37165,46137,3562,1,0,0,15,2,0.81,0
23217,11958,3379,1,1,1,17,0,1.94,0
7088,5337,4150,1,1,0,12,3,1.33,0
4525,10289,4572,1,1,1,9,0,0.44,0
23063,17174,3177,0,1,0,9,3,1.34,0
7863,26395,2008,1,0,0,7,1,0.3,0
20691,49214,2851,0,1,1,10,5,0.42,0
24201,16795,648,0,1,0,6,2,1.44,0
26216,19669,2500,0,1,0,14,3,1.33,0
24897,44452,4467,0,1,1,10,5,0.56,0
33825,38358,3910,0,0,0,17,1,0.88,0
12157,17435,3838,1,0,0,9,2,0.7,0
22919,13441,812,1,0,1,17,3,1.71,0
33192,30894,3236,0,0,1,13,4,1.07,0
12695,31455,1458,0,1,1,9,3,0.4,0
35800,44101,1782,1,0,1,17,4,0.81,0
49843,17462,746,1,1,1,20,5,2.85,0
15323,43059,4472,1,0,0,6,1,0.36,0
13542,34254,3272,0,0,0,11,5,0.4,0
15244,43784,1692,0,0,1,18,4,0.35,0
44832,283,1692,1,1,0,9,1,158.42,0
33936,43073,1553,0,0,1,9,0,0.79,0
34431,37892,2521,1,0,1,15,3,0.91,0
26374,31903,4141,1,0,0,15,3,0.83,0
38748,49854,3406,0,1,1,15,3,0.78,0
4477,21210,2433,0,1,0,19,5,0.21,0
12453,30817,4702,0,0,1,9,3,0.4,0
7598,41896,1070,0,1,1,19,4,0.18,0
36395,42669,2267,0,1,1,15,4,0.85,0
8816,19649,2781,0,1,1,19,1,0.45,0
29263,23395,2941,0,0,0,8,2,1.25,0
6932,39640,1390,1,0,1,8,1,0.17,0
45210,31602,4099,0,0,1,11,0,1.43,0
8460,22744,649,0,1,1,14,4,0.37,0
20278,24522,277,1,0,0,9,1,0.83,0
10788,21832,3068,1,0,0,5,1,0.49,0
28666,44366,4111,1,0,1,9,3,0.65,0
2734,17613,1570,1,0,0,19,4,0.16,0
9348,24692,1301,0,0,1,11,4,0.38,0
4266,5139,3106,0,0,0,19,5,0.83,0
5886,31458,2646,1,1,0,6,4,0.19,0
14402,36773,3370,0,1,1,20,4,0.39,0
8943,23263,1334,1,1,1,18,1,0.38,0
9943,14460,1667,0,0,0,20,3,0.69,0
29542,3898,3734,0,1,1,18,4,7.58,0
27149,14811,1032,1,0,0,13,2,1.83,0
43627,11384,457,0,0,0,18,1,3.83,0
9996,28456,1508,1,1,1,6,1,0.35,0
13230,18282,2630,0,1,1,11,3,0.72,0
10138,16168,2650,1,1,1,14,1,0.63,0
38833,25973,3793,1,0,1,19,0,1.5,0
32924,983,1492,0,1,0,7,4,33.49,0
31032,9435,1286,1,1,0,10,0,3.29,0
21508,26325,3868,0,0,1,5,0,0.82,0
35604,36288,3586,0,0,1,11,3,0.98,0
16803,48141,992,0,0,1,9,4,0.35,0
36125,14625,4655,0,0,1,15,2,2.47,0
33920,40111,1636,0,0,0,17,5,0.85,0
46297,29338,2870,0,0,1,16,3,1.58,0
49813,36082,899,0,0,1,16,0,1.38,0
32650,5800,4960,0,0,1,17,4,5.63,0
14277,13865,2852,0,1,1,5,2,1.03,0
23750,34692,2882,1,0,0,7,0,0.68,0
7080,36362,3821,1,1,0,11,4,0.19,0
20856,24699,471,1,0,0,6,3,0.84,0
24431,34702,338,1,1,1,10,0,0.7,0
4366,3129,2159,1,1,0,19,0,1.4,0
5549,6146,3539,0,1,1,5,5,0.9,0
48503,7654,3957,0,0,1,19,5,6.34,0
49852,16972,1797,0,0,0,13,4,2.94,0
12397,2911,3979,0,1,1,16,3,4.26,0
43142,37038,2234,0,0,1,12,5,1.16,0
40813,11467,4307,0,1,0,19,1,3.56,0
44943,8650,1791,0,1,1,11,5,5.2,0
38547,46278,3438,1,0,0,5,4,0.83,0
23083,41527,2584,1,1,0,7,3,0.56,0
129,32798,2075,0,1,0,8,4,0.0,0
33132,25620,4062,1,1,1,6,4,1.29,0
16903,38758,2914,0,0,0,14,1,0.44,0
37623,49054,2472,0,1,0,20,0,0.77,0
17822,13444,1876,1,1,0,12,0,1.33,0
28298,21639,1671,1,1,1,13,5,1.31,0
1124,33886,369,1,0,0,16,4,0.03,0
18832,27739,876,0,1,0,6,5,0.68,0
19896,42784,315,1,0,0,13,2,0.47,0
37142,18073,3953,0,1,0,12,3,2.06,0
30366,5696,4838,0,0,1,9,5,5.33,0
13385,48560,4449,0,1,0,7,3,0.28,0
403,40525,1367,1,1,1,12,1,0.01,0
33679,28505,4773,1,1,0,18,2,1.18,0
8932,6548,4428,1,1,1,6,3,1.36,0
13940,1096,1381,0,0,1,18,2,12.72,0
20378,35551,2703,0,0,0,20,4,0.57,0
48612,21497,4075,0,0,1,13,2,2.26,0
18652,39334,2642,0,1,1,20,4,0.47,0
18245,13611,3927,1,1,0,14,2,1.34,0
45311,29833,173,1,0,0,14,3,1.52,0
33540,31739,905,0,1,1,6,0,1.06,0
7332,34230,4380,0,0,1,15,1,0.21,0
22247,24758,1219,0,0,1,18,5,0.9,0
10601,23637,2907,0,1,1,15,2,0.45,0
30317,27430,50,0,1,0,17,1,1.11,0
49895,29356,36,0,0,1,5,1,1.7,0
13149,37581,3028,1,0,1,20,4,0.35,0
8569,11281,2152,1,1,0,12,1,0.76,0
30080,22078,787,0,1,0,9,4,1.36,0
49532,36981,260,0,0,0,10,1,1.34,0
41228,20682,4667,1,0,0,11,2,1.99,0
45824,29340,4081,0,0,1,10,0,1.56,0
29467,44928,3693,1,1,1,15,3,0.66,0
40358,23940,3793,1,1,1,5,2,1.69,0
6237,28652,58,1,0,0,7,0,0.22,0
42541,26441,4167,0,0,1,5,4,1.61,0
13859,16733,2276,0,1,1,11,2,0.83,0
27869,9675,3394,0,1,0,16,1,2.88,0
18141,1932,2129,0,0,0,15,3,9.39,0
15203,7972,1704,0,0,0,12,5,1.91,0
25266,5293,4709,0,1,0,12,4,4.77,0
41873,32864,3500,0,0,0,14,4,1.27,0
3374,37942,1085,0,0,0,20,5,0.09,0
45692,15657,3482,1,0,0,9,3,2.92,0
32940,22574,2853,0,1,1,13,1,1.46,0
16589,42016,2212,0,1,0,15,5,0.39,0
46655,37548,3067,0,1,0,17,1,1.24,0
37217,41770,4865,0,0,1,12,0,0.89,0
21870,40519,527,0,0,0,8,0,0.54,0
25592,11495,343,0,1,1,18,2,2.23,0
31287,35288,4685,0,0,1,18,2,0.89,0
14766,38478,3840,0,1,0,8,1,0.38,0
12912,37208,297,1,1,1,20,1,0.35,0
18981,12975,4836,1,1,0,14,4,1.46,0
45505,9903,3142,0,0,1,8,2,4.6,0
20760,10324,3743,0,1,1,10,4,2.01,0
7184,4744,2665,0,1,0,19,0,1.51,0
17278,33506,321,1,1,1,13,4,0.52,0
48047,8014,2090,1,1,1,18,3,6.0,0
12488,16207,1069,1,1,0,17,0,0.77,0
41697,45842,2148,1,1,0,6,3,0.91,0
23288,32545,43,1,0,0,8,3,0.72,0
33087,40543,4292,1,1,0,16,0,0.82,0
33694,12769,3034,0,1,0,13,3,2.64,0
2771,24774,1524,1,1,0,5,5,0.11,0
6779,23104,2555,0,0,0,15,1,0.29,0
841,26591,1890,1,1,1,13,3,0.03,0
24353,12778,3142,1,0,1,11,0,1.91,0
42281,49179,3293,1,0,0,10,3,0.86,0
7321,12766,2459,1,1,1,9,4,0.57,0
5575,43591,3752,1,1,0,5,1,0.13,0
11186,33999,4782,1,0,1,19,1,0.33,0
33406,16049,3226,1,1,0,12,2,2.08,0
12596,43860,2050,0,0,0,5,4,0.29,0
9991,28564,2734,0,0,1,9,1,0.35,0
45232,2238,1966,0,1,0,9,0,20.21,0
45369,41920,1568,1,0,1,15,2,1.08,0
22002,22897,1798,1,0,0,9,1,0.96,0
4628,15165,2220,0,1,0,10,0,0.31,0
7809,40456,2942,0,1,1,10,3,0.19,0
30418,41571,1409,0,0,0,20,2,0.73,0
49152,31661,3036,0,0,0,10,0,1.55,0
11183,8451,1904,0,0,1,15,5,1.32,0
8728,43838,2555,1,0,0,13,5,0.2,0
42262,4963,1231,0,0,0,5,5,8.52,0
38712,45298,2935,0,0,1,11,0,0.85,0
457,35449,424,1,1,0,10,4,0.01,0
2065,26200,3893,0,0,1,12,3,0.08,0
20501,23277,4538,1,1,1,14,0,0.88,0
5697,49328,1691,0,1,0,19,3,0.12,0
7107,43834,986,0,1,1,10,0,0.16,0
9167,23135,1296,1,0,1,18,0,0.4,0
18677,38684,1841,0,1,1,6,0,0.48,0
5193,34965,1853,1,1,1,13,3,0.15,0
43977,24341,3400,1,0,0,19,0,1.81,0
22677,15077,2288,0,1,0,18,3,1.5,0
19626,2532,323,0,1,1,6,4,7.75,0
446,7214,2573,0,0,0,8,0,0.06,0
33558,27514,2004,1,1,1,17,3,1.22,0
2297,17291,2914,0,1,0,19,3,0.13,0
31465,34162,2357,0,1,0,14,0,0.92,0
26871,930,743,1,0,0,10,4,28.89,0
44386,17584,4135,0,0,0,17,0,2.52,0
27497,39606,1540,0,1,0,15,3,0.69,0
36485,14787,3156,0,1,0,20,3,2.47,0
35817,32881,2964,1,1,0,17,1,1.09,0
80,13128,3185,0,0,0,16,0,0.01,0
11664,22441,2815,1,1,0,8,2,0.52,0
33961,7345,4305,0,1,0,6,5,4.62,0
34117,6457,2476,1,1,1,9,2,5.28,0
25771,37744,2765,1,1,0,10,4,0.68,0
26112,512,1031,0,1,0,13,5,51.0,0
48862,43539,2467,1,1,0,12,5,1.12,0
45967,4543,4613,1,0,1,13,2,10.12,0
43284,35904,4584,1,0,1,8,0,1.21,0
39052,35878,2705,0,1,0,14,1,1.09,0
